NIT;ID_CLIENTE_ONYX;NOMBRE_CLIENTE;ID_ATENCION_ONYX;ATENCION;PRIORIDAD_ATENCION;ESTADO_ATENCION;ORIGEN_ATENCION;DESCRIPCION;RESUMEN;RESOLUCION_1;RESOLUCION_2;RESOLUCION_3;RESOLUCION_4;USUARIO_INSERTADO;GRUPO_INSERTADO;USUARIO_ASIGNADO;GRUPO_ASIGNADO;USUARIO_SOLUCION;GRUPO_SOLUCION;USUARIO_CERRADO;GRUPO_CERRADO;ID_ENLACE;SERVICIO;PRODUCTO;FAMILIA;FECHA_CREACION;FECHA_INGRESO_ESTADO;DT_AJUSTADO;MAYOR_INCIDENT;GRUPO_OBJETIVO;SEGMENTO;CIUDAD;PALABRA_CLAVE;NIT_SIN_COD_Calc;SISTEMA_Calc;Consecutivo_Calc;Clasif_Por_Servicio_Calc;Clasif_Por_Cliente_Calc;SLA_Calc;Reclasificacion_atencion_Calc;Tiempo_Horas_SLA_Calc;Cumplimiento_Calc;Nueva_Prioridad_Calc;Meta_Individual_Calc;Meta_Presidencia_Calc;Meta_IFI_Calc;3G_Calc;TMX_Minutos_Calc;TMX_Calc;Reincidencia_Calc;Recurrencia_Calc;RESPONSABILIDAD;LLAVE_GENERAL_Calc;LLAVE_Reincidencia_Calc;Reclasificacion_Reinc_Calc;FCR;Cluster_Actual_Calc;Celula_Comercial_Calc;Clasif_Por_IVR_Calc;TIPO TICKET;DT_CONCILIADO;CONTACTO DESTINO;TICKET_CARRIER;ALIAS ENLACE;FECHA_SOLUCION;TIEMPO INCIDENTE;RANGO HORA;TICKET_MAXIMO;REGIONAL;DIRECTOR;PN;G_SEGMENTO;G_Clasif_Por_IVR_Calc;NODO;Agrupacion_Especiales;Interno / Externo;VENDOR;Numero_CUN;TIPOSERVICIO;SUBTIPO
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1644274;Incident;1 - Critical;Closed;3 - Evento;RRO0484 - BARRANQUILLA EURO ROSALES;;incident;failure;Conectividad Limitada;Fibra - atenuada;ECF4534C;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;RRO0484;Empresas ? Intranet;;Resolved Successfully;8/07/2022;11/07/2022;0,089722222;;;ESTRATEGICA;Barranquilla;RRO0484;860032909;SM;40423;Empresas;CE;4;Incidente;0,089722222;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Cliente;IM1644274RRO0484;RRO0484incidentfailureConectividad LimitadaFibra - atenuada;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;20,47666667;860032909-7;;;;;;INC6757456;R1. COSTA;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;MPLS TRANSACCIONAL
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1643846;Incident;1 - Critical;Closed;3 - Evento;"ACR0412  + SW ZAC-BAR.CU?MBRE-CP1 + 	1/3/2:28 +  CAÖDA + BARRANQUILLA  + a9kbqwtc + ACR0412 - BARRANQUILLA ALKOSTO PRINCIPAL";;incident;failure;Conectividad Limitada;Hardware - Bloqueado;ECF7044B;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Carlos Roberto Castro Guzman;EYN - NOC Clientes Especiales;acr0412;Empresas ? Intranet;;Resolved Successfully;8/07/2022;10/07/2022;0,161666667;;;ESTRATEGICA;Tocancip ;acr0412_zac-bar.cumbre-cp1_gpon-onu_1/3/2:28;860032909;SM;40422;Empresas;CE;4;Incidente;0,161666667;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Claro;IM1643846acr0412;acr0412incidentfailureConectividad LimitadaHardware - Bloqueado;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,000277778;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1643455;Incident;1 - Critical;Closed;3 - Evento;RRO0069// CREDIBANCO S.A. MEDELLIN PREMIUM PLAZA // CAIDA;;incident;failure;Conectividad Limitada;Instalaciones - Energ¡a;ECM0004R;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;RRO0069;Empresas ? Intranet;;Diagnosed Successfully;8/07/2022;8/07/2022;0,310833333;;;ESTRATEGICA;Tocancip ;RRO0069;860032909;SM;40421;Empresas;CE;4;Incidente;0,310833333;Cumple;Prioridad 1;;;;NO;0;;No Aplica;SI;Cliente;IM1643455RRO0069;RRO0069incidentfailureConectividad LimitadaInstalaciones - Energ¡a;Cliente Energ¡a;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;2,1975;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;MPLS TRANSACCIONAL
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1643169;Incident;2 - High;Closed;4 - Chat;CRT0006-CREDIBANCO S.A.;;incident;failure;Conectividad Limitada;Pruebas t‚cnicas por saturaci¢n;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;CRT0006;Empresas ? Extranet;;Resolved Successfully;7/07/2022;8/07/2022;0,067222222;;;ESTRATEGICA;Pasto;CRT0006;860032909;SM;40420;Empresas;CE;6;Incidente;0,067222222;Cumple;Prioridad 2;;;;NO;0;;NO;NO;Cliente;IM1643169CRT0006;CRT0006incidentfailureConectividad LimitadaPruebas t‚cnicas por saturaci¢n;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;22,95416667;7691963;;;;;;;R3. OCCIDENTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;howto;NO AVAL;Externo;;No Tiene;;MPLS EXTRANET DOCMESTIC
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1642911;Incident;1 - Critical;Closed;3 - Evento;ENLACE + SW ACCESO + PUERTO ACCESO + FALLA + CIUDAD + EQUIPO + ACR0301 - BOGOTA C.C TITAN PLAZA PPAL;;incident;failure;Conectividad Limitada;Hardware - Da¤ado (Cliente);ECF7044B;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Carlos Roberto Castro Guzman;EYN - NOC Clientes Especiales;acr0301;Empresas ? Intranet;;Resolved Successfully;7/07/2022;10/07/2022;0,159722222;;;ESTRATEGICA;Tocancip ;acr0301_aac-bog.quirigua-c1_2/1/19:990;860032909;SM;40419;Empresas;CE;4;Incidente;0,159722222;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Cliente;IM1642911acr0301;acr0301incidentfailureConectividad LimitadaHardware - Da¤ado (Cliente);Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;25,58472222;1069713349;;;;;;INC6748865;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Nodos Alcatel
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1642885;Incident;1 - Critical;Closed;3 - Evento;RRM0062 + SW MFLORA + PUERTO Fa7/27    + CAÖDA DE ENLACE  + CALI  + CISCO + RRM0062 - CALI STO 570 BARRANQUILLA;;incident;failure;Conectividad Limitada;Fibra - Ruptura;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rrm0062;Empresas ? Intranet;;Resolved Successfully;7/07/2022;8/07/2022;1,040555556;;;ESTRATEGICA;Tocancip ;rrm0062_mflora_fastethernet7/27;860032909;SM;40418;Empresas;CE;4;Incidente;1,040555556;Cumple;Prioridad 1;;;;NO;0;;SI;SI;Claro;IM1642885rrm0062;rrm0062incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;No Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;11,37111111;1069713349;;;;;;INC6750479;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos METRO
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1642747;Incident;1 - Critical;Closed;3 - Evento;RRC0071 +  SW AZTECA + PUERTO N/A + CAÖDA + TUQUERRES + A9KORTEZAL + RRC0071 - PASTO TUQUERRES ALKOSTO;;incident;failure;Conectividad Limitada;Carrier/Vendor - FO;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rrc0071;Empresas ? Intranet;;Resolved Successfully;7/07/2022;7/07/2022;0,558611111;;;ESTRATEGICA;Tocancip ;rrc0071_a9kortezal_gigabitethernet0/1/0/0.50369;860032909;SM;40417;Empresas;CE;4;Incidente;0,558611111;Cumple;Prioridad 1;;;;NO;0;;SI;SI;Claro;IM1642747rrc0071;rrc0071incidentfailureConectividad LimitadaCarrier/Vendor - FO;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;2,203333333;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1642602;Incident;1 - Critical;Closed;3 - Evento;ENLACE + SW ACCESO + PUERTO ACCESO + FALLA + CIUDAD + 9KPASTO + RRO0320_PASTO_SEDE_ADMINISTRATIVA_BACKUP;;incident;failure;Conectividad Limitada;Instalaciones - Energ¡a;ECF7044B;;ECF4534C;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;rro0320;Empresas ? Extranet;;Resolved Successfully;7/07/2022;11/07/2022;0,93;;;ESTRATEGICA;Pasto;rro0320_zac-pas.pasto-cp1_gei_1/12/20;860032909;SM;40416;Empresas;CE;4;Incidente;0,93;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1642602rro0320;rro0320incidentfailureConectividad LimitadaInstalaciones - Energ¡a;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;25,68388889;1069713349;ip ran INC6748455;;;;;INC6747412;R3. OCCIDENTE;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1642457;Incident;1 - Critical;Closed;3 - Evento;RRO0131 + SW MKENNEDY+ PUERTO FE 7/18 + CAÖDA+ BOGOTA+ A9KDORADO + RRO0131 - BOGOTA MERCAFAM KENNEDY;;incident;failure;Conectividad Limitada;Instalaciones - Energ¡a;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rro0131;Empresas ? Intranet;;Diagnosed Successfully;7/07/2022;7/07/2022;0,263333333;;;ESTRATEGICA;Tocancip ;rro0131_mkennedy_fastethernet7/18;860032909;SM;40415;Empresas;CE;4;Incidente;0,263333333;Cumple;Prioridad 1;;;;NO;0;;No Aplica;NO;Cliente;IM1642457rro0131;rro0131incidentfailureConectividad LimitadaInstalaciones - Energ¡a;Cliente Energ¡a;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,8025;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos METRO
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1642020;Incident;1 - Critical;Closed;3 - Evento;RRO0454 - CREDIBANCO S.A. - BOGOTA BODEGA PLAZA DE LAS AMERICAS / ENLACE ALARMADO;;incident;failure;Conectividad Limitada;Fibra - Ruptura;ECM8605L;;ECF7044B;EYN - NOC Clientes Especiales;ECF4534C;EYN - NOC Clientes Especiales;Lina Carolina Castro Aldana;EYN - NOC Clientes Especiales;RRO0454;Empresas ? Intranet;;Resolved Successfully;6/07/2022;7/07/2022;0,221388889;;;ESTRATEGICA;Bogot ;RRO0454;860032909;SM;40414;Empresas;CE;4;Incidente;0,221388889;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Cliente;IM1642020RRO0454;RRO0454incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;20,5825;1069713349;;;;;;INC6746310;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;MPLS INTRANET LOCAL
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1641683;Incident;1 - Critical;Closed;1 - Usuario;ACR0091 - BOGOTA C.C AVENIDA CHILE;;incident;failure;Conectividad Limitada;Instalaciones - Energ¡a;EC8065I;;EC8065I;EYN - NOC Clientes Especiales;EC8065I;EYN - NOC Clientes Especiales;Yesid Mauricio Diaz Parada;EYN - NOC Clientes Especiales;acr0091;Empresas ? Intranet;;Resolved Successfully;6/07/2022;6/07/2022;0,0375;;;ESTRATEGICA;Tocancip ;acr0091;860032909;SM;40413;Empresas;CE;4;Incidente;0,0375;Cumple;Prioridad 1;;;;NO;0;;No Aplica;NO;Cliente;IM1641683acr0091;acr0091incidentfailureConectividad LimitadaInstalaciones - Energ¡a;Cliente Energ¡a;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;0,111388889;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;MPLS TRANSACCIONAL
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1641180;Incident;1 - Critical;Closed;3 - Evento;RRO0069// CREDIBANCO S.A. // CAIDA;;incident;failure;Conectividad Limitada;Hardware - Desconectado/Mal Conectado;ECF6711C;;ECF3856B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;RRO0069;Empresas ? Intranet;;Diagnosed Successfully;6/07/2022;7/07/2022;0,166388889;;;ESTRATEGICA;Tocancip ;RRO0069;860032909;SM;40412;Empresas;CE;4;Incidente;0,166388889;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Cliente;IM1641180RRO0069;RRO0069incidentfailureConectividad LimitadaHardware - Desconectado/Mal Conectado;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;15,66666667;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;MPLS TRANSACCIONAL
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1641077;Incident;1 - Critical;Closed;3 - Evento;CRT0009 -CRT0005  BARRANQUILLA SEDE ADMINISTRATIVA PPAL;;incident;failure;Conectividad Limitada;Hardware - Desconectado/Mal Conectado (Servicio Caido);ECF4534C;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;CRT0009;Empresas ? Extranet;;Diagnosed Successfully;5/07/2022;7/07/2022;0,091111111;;;ESTRATEGICA;Barranquilla;CRT0009;860032909;SM;40411;Empresas;CE;4;Incidente;0,091111111;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Cliente;IM1641077CRT0009;CRT0009incidentfailureConectividad LimitadaHardware - Desconectado/Mal Conectado (Servicio Caido);Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;26,66277778;7691963;;;;;;;R1. COSTA;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;MPLS EXTRANET DOCMESTIC
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1640854;Incident;1 - Critical;Closed;3 - Evento;RRO0475 - MEDELLIN EURO CIUDAD PARQUE;;incident;failure;Conectividad Limitada;Hardware - Bloqueado;ECF4534C;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rro0475;Empresas ? Intranet;;Resolved Successfully;5/07/2022;7/07/2022;0,010555556;;;ESTRATEGICA;Medell¡n;RRO0475;860032909;SM;40410;Empresas;CE;4;Incidente;0,010555556;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Claro;IM1640854RRO0475;RRO0475incidentfailureConectividad LimitadaHardware - Bloqueado;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;28,59638889;79204941;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;MPLS TRANSACCIONAL
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1640580;Incident;1 - Critical;Closed;3 - Evento;RRC0101 + SW mteleport+ PUERTO Fa1/0/1 + CAÖDA+ BOGOTA+ A9KCALLE94 + RRC0101 - BOGOTA EXPRESS CEDRITOS;;incident;failure;Conectividad Limitada;Instalaciones - Energ¡a;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rrc0101;Empresas ? Intranet;;Diagnosed Successfully;5/07/2022;7/07/2022;0,176944444;;;ESTRATEGICA;Tocancip ;rrc0101_a9kcalle94_gigabitethernet0/0/1/1.428;860032909;SM;40409;Empresas;CE;4;Incidente;0,176944444;Cumple;Prioridad 1;;;;NO;0;;No Aplica;NO;Cliente;IM1640580rrc0101;rrc0101incidentfailureConectividad LimitadaInstalaciones - Energ¡a;Cliente Energ¡a;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;6,173888889;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1640374;Incident;1 - Critical;Closed;3 - Evento;RRO0474 + SW ACCESO + PUERTO AAC-ANT.BA?RBOSA2-M1 - + CAÖDA + MEDELLIN + EQUIPO +  RRO0474 - BARBOSA - EURO SUPER;;incident;failure;Conectividad Limitada;Instalaciones - Energ¡a;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;RRO0474;Empresas ? Intranet;;Resolved Successfully;5/07/2022;7/07/2022;0,113888889;;;ESTRATEGICA;Barbosa;;860032909;SM;40408;Empresas;CE;4;Incidente;0,113888889;Cumple;Prioridad 1;;;;NO;0;;No Aplica;SI;Cliente;IM1640374RRO0474;RRO0474incidentfailureConectividad LimitadaInstalaciones - Energ¡a;Cliente Energ¡a;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;26,32944444;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1640129;Incident;1 - Critical;Closed;3 - Evento;"ACR0412  + SW ZAC-BAR.CU?MBRE-CP1 + 	1/3/2:28 +  CAÖDA + BARRANQUILLA  + a9kbqwtc + ACR0412 - BARRANQUILLA ALKOSTO PRINCIPAL";;incident;failure;Conectividad Limitada;Instalaciones - Energ¡a;ECF7044B;;EC8065I;EYN - NOC Clientes Especiales;EC8065I;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;acr0412;Empresas ? Intranet;;Diagnosed Successfully;5/07/2022;7/07/2022;0,101666667;;;ESTRATEGICA;Tocancip ;acr0412_zac-bar.cumbre-cp1_gpon-onu_1/3/2:28;860032909;SM;40407;Empresas;CE;4;Incidente;0,101666667;Cumple;Prioridad 1;;;;NO;0;;No Aplica;SI;Cliente;IM1640129acr0412;acr0412incidentfailureConectividad LimitadaInstalaciones - Energ¡a;Cliente Energ¡a;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;42,42555556;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1640116;Incident;1 - Critical;Closed;3 - Evento;"ACR0412  + SW ZAC-BAR.CU?MBRE-CP1 + 	1/3/2:28 +  CAÖDA + BARRANQUILLA  + a9kbqwtc + ACR0412 - BARRANQUILLA ALKOSTO PRINCIPAL";;incident;failure;Conectividad Limitada;Instalaciones - Energ¡a;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;acr0412;Empresas ? Intranet;;Diagnosed Successfully;5/07/2022;5/07/2022;0,069444444;;;ESTRATEGICA;Tocancip ;acr0412_zac-bar.cumbre-cp1_gpon-onu_1/3/2:28;860032909;SM;40406;Empresas;CE;4;Incidente;0,069444444;Cumple;Prioridad 1;;;;NO;0;;No Aplica;SI;Cliente;IM1640116acr0412;acr0412incidentfailureConectividad LimitadaInstalaciones - Energ¡a;Cliente Energ¡a;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;13,70333333;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Puertos GPON
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1639608;Incident;1 - Critical;Closed;3 - Evento;RRO0434 + SW AAC-CAD.DO?RADA_PARQU?E-M1+ PORT 1/1/8  + FALLA + CIUDAD + a9kespaciosur + RRO0434 - LA DORADA OLÖMPICA LAS FERIAS;;incident;failure;Conectividad Limitada;M7k - ENERGIA BATERIAS BAJA AUTONOMIA;ECF7044B;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rro0434;Empresas ? Intranet;;Resolved Successfully;4/07/2022;4/07/2022;0,105;;;ESTRATEGICA;La Dorada;rro0434_aac-cad.dorada_parque-m1_1/1/8:789;860032909;SM;40405;Empresas;CE;4;Incidente;0,105;Cumple;Prioridad 1;;;;NO;0;;SI;SI;Claro;IM1639608rro0434;rro0434incidentfailureConectividad LimitadaM7k - ENERGIA BATERIAS BAJA AUTONOMIA;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;3,817777778;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;Nodos Alcatel
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1639317;Incident;1 - Critical;Closed;3 - Evento;RRC0071 - PASTO TUQUERRES  ALKOSTO;;incident;failure;Conectividad Limitada;Carrier/Vendor - FO;ECM4671O;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rrc0071;Empresas ? Extranet;;Resolved Successfully;3/07/2022;4/07/2022;0,017777778;;;ESTRATEGICA;Tocancip ;rrc0071_a9kortezal_gigabitethernet0/1/0/0.50369;860032909;SM;40404;Empresas;CE;4;Incidente;0,017777778;Cumple;Prioridad 1;;;;NO;0;;SI;SI;Claro;IM1639317rrc0071;rrc0071incidentfailureConectividad LimitadaCarrier/Vendor - FO;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;4,987222222;1069713349;;;;;;;R4. CENTRO;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;errormsg;NO AVAL;Externo;;No Tiene;;Puertos MPLS
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1638899;Incident;1 - Critical;Closed;3 - Evento;RRO0015 + SW MALMAGRAN+ PUERTO Fa6/44 + CAÖDA DE ENLACE + MEDELLIN+ a9kalmagran + RRO0015 - MEDELLIN HOMECENTER;;incident;failure;Conectividad Limitada;Fibra - Ruptura;ECF7044B;;EC8065I;EYN - NOC Clientes Especiales;EC8065I;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;rro0015;Empresas ? Intranet;;Resolved Successfully;3/07/2022;7/07/2022;0,103055556;;;ESTRATEGICA;Tocancip ;rro0015_malmagran_fastethernet6/44;860032909;SM;40403;Empresas;CE;4;Incidente;0,103055556;Cumple;Prioridad 1;;;;NO;0;;NO;NO;Claro;IM1638899rro0015;rro0015incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;57,53861111;1069713349;OT1787135;;;;;INC6723224;R4. CENTRO;Roberto Lazcano;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;PLANTA EXTERNA;No Tiene;;Puertos METRO
860032909-7;13302970;ASOCIACION GREMIAL DE INSTITUCIONES FINANCIERAS CREDIBANCO;IM1638835;Incident;1 - Critical;Closed;3 - Evento;XZPC008 - MEDELLIN EUROMIX;;incident;failure;Conectividad Limitada;Fibra - Ruptura;ECF6711C;;ECF7044B;EYN - NOC Clientes Especiales;ECF7044B;EYN - NOC Clientes Especiales;Saul Gomez Vargas;EYN - NOC Clientes Especiales;XZPC008;Empresas ? Intranet;;Resolved Successfully;3/07/2022;3/07/2022;0,073611111;;;ESTRATEGICA;Medell¡n;;860032909;SM;40402;Empresas;CE;4;Incidente;0,073611111;Cumple;Prioridad 1;;;;NO;0;;NO;SI;Claro;IM1638835XZPC008;XZPC008incidentfailureConectividad LimitadaFibra - Ruptura;Incidente;Cumple;CLUSTER A;CELULA 05;CE - CREDIBANCO;;4,224722222;1069713349;;;;;;;R2. NORTE;Mario Cifuentes;1er nivel;Empresas;EMP NOC REMOTO;probsol;NO AVAL;Externo;;No Tiene;;
